city,common_name,count,mean_h
Honolulu,Minneola tangelo,1,55.77428
Honolulu,Mock orange,35,31.68354057142857
Honolulu,Moluccan albizia,1,91.86352
Honolulu,Monkeypod,556,92.63062287769785
Honolulu,Moreton bay fig,18,108.08545111111111
Honolulu,Mountain apple,1,104.98688
Honolulu,Myrtle crape,2,98.4252
Honolulu,Narra,103,97.02367611650486
Honolulu,Neem tree,2,39.37008
Honolulu,Noni,2,49.212599999999995
Honolulu,Norfolk island pine,2,52.49344
Honolulu,Oak silky,6,38.27646666666667
Honolulu,Octopus tree,49,57.24731020408163
Honolulu,Ohia lehua / ilehua,3,25.153106666666663
Honolulu,Oleander podocarpus,4,51.673230000000004
Honolulu,Olive,11,51.30040727272728
Honolulu,Olive madagascar,11,65.31854181818181
Honolulu,Opiuma,3,101.70603999999999
Honolulu,Orchid tree,13,58.04563076923077
Honolulu,Pak lan,8,76.689635
Honolulu,Palm,3,32.8084
Honolulu,Palm evergreen medium other,1,42.65092
Honolulu,Panama tree,3,96.23797333333333
Honolulu,Papaya,6,26.24672
Honolulu,Paperbark,60,81.74759666666667
Honolulu,Paraguay tea,11,70.68718909090909
Honolulu,Parasol leaf/ macaranga,2,78.74016
Honolulu,Pink shower,11,79.33667636363636
Honolulu,Pink tecoma,381,79.41182803149607
Honolulu,Plumeria,141,58.636289361702126
Honolulu,Plumeria pudica,1,19.68504
Honolulu,Podocarpus,35,61.304838857142855
Honolulu,Ponytail palm,1,45.93176
Honolulu,Pua kenikeni,2,63.976380000000006
Honolulu,Purple orchid tree,1,49.2126
Honolulu,Rainbow shower,522,73.99488375478927
Honolulu,Red bottlebrush,37,63.13400216216216
Honolulu,Royal palm,27,64.40167407407408
Honolulu,Royal poinciana,150,62.33596
Honolulu,Sago palm,4,35.26903
Honolulu,Sapodilla,1,91.86352
Honolulu,Satinleaf,61,96.48896655737705
Honolulu,Sausage tree,16,84.48163
Honolulu,Scented gum lemon,40,No info on height
Honolulu,Scrambled egg tree,5,45.275592
Honolulu,Silver buttonwood,33,58.458603636363634
Honolulu,Silver trumpet tree,2,73.8189
Honolulu,Singapore plumeria,12,64.79659
Honolulu,Skunk tree,3,77.64654666666667
Honolulu,Star fruit,1,59.05512
Honolulu,Still tree be,95,51.42285010526316
Honolulu,Stump,3,57.96150666666667
Honolulu,Tahitian gardenia,20,28.051182
Honolulu,Tamarind,3,98.4252
Honolulu,Tecoma,2,90.2231
Honolulu,Trumpet tree,6,92.95713333333333
Honolulu,Tulipwood,53,44.87941509433962
Honolulu,Variegated hau,6,43.197726666666675
Honolulu,Variegated orchid tree,1,108.26772
Honolulu,Veitchia palm,1,65.6168
Honolulu,Vitae lignum,38,34.10346842105263
Honolulu,Weeping bottlebrush,2,62.33596
Honolulu,West indian mahogany,96,106.08049333333334
Honolulu,White monkeypod,1,75.45932
Honolulu,White shower and pink,10,79.068244
Honolulu,White tecoma,156,60.65347794871794
Honolulu,Yellow poinciana,12,103.89326666666666
Honolulu,Yellow trumpet tree,1,104.98688
Honolulu,Ylang ylang,6,44.83814666666667
Honolulu,Yokewood,48,102.79965333333332
Houston,Ailanthus,9,No info on height
Houston,Althea,70,No info on height
Houston,American elm,3582,No info on height
Houston,American holly,865,No info on height
Houston,American hornbeam,2,No info on height
Houston,American smoketree,3,No info on height
Houston,American sycamore,2811,No info on height
Houston,Anacua,18,No info on height
Houston,Apple,2,No info on height
Houston,Apricot,24,No info on height
Houston,Aralia,1,No info on height
Houston,Arborvitae,916,No info on height
Houston,Arizona ash,3784,No info on height
Houston,Arizona cypress,6,No info on height
Houston,Arroyo sweetwood,5,No info on height
Houston,Ashe juniper,4,No info on height
Houston,Avacado,15,No info on height
Houston,Bald cypress,3246,No info on height
Houston,Bamboo,64,No info on height
Houston,Banana,358,No info on height
Houston,Baretta,1,No info on height
Houston,Basswood,2,No info on height
Houston,Bauhania,15,No info on height
Houston,Bauhinia,8,No info on height
Houston,Bay tree,7,No info on height
Houston,Berlandier ash,4,No info on height
Houston,Black cherry,165,No info on height
Houston,Black hickory,14,No info on height
Houston,Black locust,33,No info on height
Houston,Black oak,47,No info on height
Houston,Black pine,48,No info on height
Houston,Black walnut,35,No info on height
Houston,Black willow,197,No info on height
Houston,Blackgum,12,No info on height
Houston,Blackjack oak,35,No info on height
Houston,Bottlebrush,34,No info on height
Houston,Boxelder maple,373,No info on height
Houston,Bradford pear,2379,No info on height
Houston,Burford holly,131,No info on height
Houston,Burr oak,1634,No info on height
Houston,Cactus,1,No info on height
Houston,California fan palm,10,No info on height
Houston,Callery pear,242,No info on height
Houston,Camphor,921,No info on height
Houston,Candlebrush,2,No info on height
Houston,Canyon maple,6,No info on height
Houston,Carolina buckthorn,8,No info on height
Houston,Carolina silverbell,2,No info on height
Houston,Catalpa,917,No info on height
Houston,Cedar,1038,No info on height
Houston,Cedar elm,1670,No info on height
Houston,Chalk maple,5,No info on height
Houston,Chasteberry,145,No info on height
Houston,Cherry,1,No info on height
Houston,Cherry laurel,1144,No info on height
Houston,Cherrybark oak,77,No info on height
Houston,Chile yew,39,No info on height
Houston,Chinaberry,1159,No info on height
Houston,Chinese elm,2191,No info on height
Houston,Chinese holly,24,No info on height
Houston,Chinese parasol,32,No info on height
Houston,Chinese pistache,619,No info on height
Houston,Chinese tallow,9557,No info on height
Houston,Chinquapin oak,54,No info on height
Houston,Chitalpa,3,No info on height
Houston,Citrus,306,No info on height
Houston,Club hercules,4,No info on height
Houston,Common hackberry,13010,No info on height
Houston,Common persimmon,118,No info on height
Houston,Coral,40,No info on height
Houston,Cork oak,2,No info on height
Houston,Corkscrew willow,4,No info on height
Houston,Cottonwood,276,No info on height
Houston,Crabapple,57,No info on height
Houston,Crape myrtle,44320,No info on height
Houston,Deadwooding,1,No info on height
Houston,Deodar cedar,21,No info on height
Houston,Desert willow,20,No info on height
Houston,Diamond leaf oak,6,No info on height
Houston,Dogwood,40,No info on height
Houston,Drake elm,239,No info on height
Houston,Eastern cottonwood,362,No info on height
Houston,Eastern hophornbean,12,No info on height
Houston,Eastern red cedar,1245,No info on height
Houston,Elderberry,2,No info on height
Houston,Eucalyptus,12,No info on height
Houston,European crabapple,64,No info on height
Houston,Eve's necklace,13,No info on height
Houston,Ficus,2,No info on height
Houston,Fig,114,No info on height
Houston,Flameleaf sumac,12,No info on height
Houston,Flowering almond,1,No info on height
Houston,Flowering dogwood,20,No info on height
Houston,Flowering plum,59,No info on height
Houston,Fringe,2,No info on height
Houston,Fringe tree,14,No info on height
Houston,Ginkgo,19,No info on height
Houston,Golden raintree,272,No info on height
Houston,Green ash,1154,No info on height
Houston,Guava,20,No info on height
Houston,Gum bumelia,18,No info on height
Houston,Hawthorn,42,No info on height
Houston,Heaven of tree,53,No info on height
Houston,Hickory,26,No info on height
Houston,Holly yaupon,722,No info on height
Houston,Honey locust,69,No info on height
Houston,Honey mesquite,22,No info on height
Houston,Huisache,35,No info on height
Houston,Italian cypress,258,No info on height
Houston,Japanese blueberry,10,No info on height
Houston,Japanese camellia,11,No info on height
Houston,Japanese maple,14,No info on height
Houston,Japanese pagoda,6,No info on height
Houston,Japanese persimmon,7,No info on height
Houston,Japanese plum,502,No info on height
Houston,Japanese privet,853,No info on height
Houston,Japanese yew,10,No info on height
Houston,Japonica,1,No info on height
Houston,Jathropa,11,No info on height
Houston,Jujuba,14,No info on height
Houston,Jujube,6,No info on height
Houston,Juniper,840,No info on height
Houston,Kyusho maple,1,No info on height
Houston,Lacebark elm,111,No info on height
Houston,Lacey oak,7,No info on height
Houston,Laurel oak,739,No info on height
Houston,Lead bald,12,No info on height
Houston,Leaf fig strap,1,No info on height
Houston,Leyland cypress,5,No info on height
Houston,Ligustrum,824,No info on height
Houston,Lindheime hackberry,6,No info on height
Houston,Live oak,44059,No info on height
Houston,Loblolly pine,8891,No info on height
Houston,Lombardy poplar,6,No info on height
Houston,Longleaf pine,91,No info on height
Houston,Loquat,140,No info on height
Houston,Loquat leaf oak,1,No info on height
Houston,Magnolia,86,No info on height
Houston,Mango,5,No info on height
Houston,Mexican buckeye,7,No info on height
Houston,Mexican plum,133,No info on height
Houston,Mexican sycamore,53,No info on height
Houston,Mexican white oak,436,No info on height
Houston,Mimosa,693,No info on height
Houston,Monkey puzzle,1,No info on height
Houston,Monterrey pine,5,No info on height
Houston,Montezuma cypress,4,No info on height
Houston,Mountain laurel,50,No info on height
Houston,Mulberry,752,No info on height
Houston,Netleaf hackberry,6,No info on height
Houston,Norfolk island pine,52,No info on height
Houston,Northern whit cedar,7,No info on height
Houston,Nuttal oak,60,No info on height
Houston,Nuttall oak,874,No info on height
Houston,Oak,310,No info on height
Houston,Oak she,2,No info on height
Houston,Oleander,979,No info on height
Houston,Olive,5,No info on height
Houston,Olive russian,4,No info on height
Houston,Orange osage,24,No info on height
Houston,Orchid,65,No info on height
Houston,Ornamental arborvitae,32,No info on height
Houston,Overcup oak,176,No info on height
Houston,Palm,5466,No info on height
Houston,Papaya,4,No info on height
Houston,Paper mulberry,4,No info on height
Houston,Parsley harthorn,1,No info on height
Houston,Paulownia,3,No info on height
Houston,Peach,195,No info on height
Houston,Pear,213,No info on height
Houston,Pecan,6128,No info on height
Houston,Photinia,1,No info on height
Houston,Pine,433,No info on height
Houston,Pineapple guava,6,No info on height
Houston,Plum,4,No info on height
Houston,Poisonbean,8,No info on height
Houston,Pomegranate,26,No info on height
Houston,Poplar yellow,2,No info on height
Houston,Possum haw holly,88,No info on height
Houston,Post oak,1085,No info on height
Houston,Princess tree,7,No info on height
Houston,Purple leaf plum,87,No info on height
Houston,Red buckeye,6,No info on height
Houston,Red castor bean,1,No info on height
Houston,Red maple,963,No info on height
Houston,Red mulberry,1095,No info on height
Houston,Red oak,1460,No info on height
Houston,Redbay,10,No info on height
Houston,Redbud,1881,No info on height
Houston,Retama,62,No info on height
Houston,River birch,302,No info on height
Houston,Rough leaf dogwood,7,No info on height
Houston,Rusty blackhaw,7,No info on height
Houston,Salt cedar,1,No info on height
Houston,Sapphire tree,2,No info on height
Houston,Sasanqua camellia,3,No info on height
Houston,Saucer magnolia,150,No info on height
Houston,Sawtooth oak,308,No info on height
Houston,Scarlet firethorn,8,No info on height
Houston,Shagbark hickory,8,No info on height
Houston,Shellbark hickory,14,No info on height
Houston,Shining sumac,43,No info on height
Houston,Short leaf willow,3,No info on height
Houston,Shortleaf pine,77,No info on height
Houston,Shumard oak,2452,No info on height
Houston,Siberian elm,421,No info on height
Houston,Silver maple,282,No info on height
Houston,Silver wattle,1,No info on height
Houston,Slash pine,474,No info on height
Houston,Slippery elm,648,No info on height
Houston,Soapberry,72,No info on height
Houston,Souther magnolia,373,No info on height
Houston,Southern magnolia,4289,No info on height
Houston,Spinach,3,No info on height
Houston,Sugar maple,24,No info on height
Houston,Swamp chestnut oak,160,No info on height
Houston,Sweetbay magnolia,65,No info on height
Houston,Sweetgum,1352,No info on height
Houston,Tapioca,13,No info on height
Houston,Tea,3,No info on height
Houston,Texas ebony,16,No info on height
Houston,Texas mountain laurel,1,No info on height
Houston,Texas mulberry,11,No info on height
Houston,Texas olive,5,No info on height
Houston,Texas persimmon,15,No info on height
Houston,Texas pistache,8,No info on height
Houston,Tip photinia red,157,No info on height
Houston,Trident maple,65,No info on height
Houston,Trifoliate orange,2,No info on height
Houston,Velvet ash,1036,No info on height
Houston,Virginia pine,17,No info on height
Houston,Vitex,63,No info on height
Houston,Water oak,10783,No info on height
Houston,Water tupelo,1,No info on height
Houston,Wax myrtle,587,No info on height
Houston,Weeping mulberry,1,No info on height
Houston,Weeping willow,135,No info on height
Houston,Western soapberry,28,No info on height
Houston,White ash,43,No info on height
Houston,White mulberry,302,No info on height
Houston,White oak,386,No info on height
Houston,White poplar,2,No info on height
Houston,Willow oak,1945,No info on height
Houston,Winged elm,188,No info on height
Houston,Woolly bumelia,58,No info on height
Houston,Xylosma,2,No info on height
Houston,Yaupon,258,No info on height
Houston,Yaupon holly,335,No info on height
Houston,Yellow poplar,90,No info on height
Houston,Zamudo,4,No info on height
Houston,ash arizona 08,9,No info on height
Houston,chinese tallow 05,4,No info on height
Houston,crape myrtle 02,36,No info on height
Houston,elm american 11,2,No info on height
Houston,elm cedar 18,10,No info on height
Houston,elm chinese 13,1,No info on height
Houston,hackberry common 03,3,No info on height
Houston,magnolia southern 09,8,No info on height
Houston,oak live 01,6,No info on height
Houston,oak shumard 14,2,No info on height
Houston,oak water 04,21,No info on height
Houston,pear bradford 15,1,No info on height
Houston,pecan 07,1,No info on height
Houston,pine loblolly 06,2,No info on height
Huntington Beach,Acacia species,1,No info on height
Huntington Beach,Afghan pine,621,1.558531078904992
Huntington Beach,African sumac,352,9.218041931818181
Huntington Beach,African tulip tree,35,1.1248594285714286
Huntington Beach,Aleppo pine,302,20.217361721854306
Huntington Beach,Almond,1,No info on height
Huntington Beach,American elm,7,No info on height
Huntington Beach,American linden,14,32.8084
Huntington Beach,American sweetgum,164,12.743262682926831
Huntington Beach,Apricot,4,14.76378
Huntington Beach,Arapaho crape myrtle,1,19.68504
Huntington Beach,Aristocrat crape myrtle,1,19.68504
Huntington Beach,Aristocrat pear,206,9.954004854368932
Huntington Beach,Arizona ash,20,No info on height
Huntington Beach,Arroyo willow,143,1.3765762237762238
Huntington Beach,Ash gum,2,No info on height
Huntington Beach,Athel tree,22,No info on height
Huntington Beach,Atlas cedar,4,No info on height
Huntington Beach,Australian flame tree,26,No info on height
Huntington Beach,Australian tea tree,5,No info on height
Huntington Beach,Australian tree fern,7,No info on height
Huntington Beach,Australian willow,874,14.775041464530892
Huntington Beach,Autumn gold ginkgo,1,32.8084
Huntington Beach,Avocado,10,No info on height
Huntington Beach,Bald cypress,1,No info on height
Huntington Beach,Bamboo palm,1,No info on height
Huntington Beach,Bigleaf maple,1,No info on height
Huntington Beach,Birch species,1,No info on height
Huntington Beach,Bird of paradise,5,No info on height
Huntington Beach,Bird of paradise bush,1,No info on height
Huntington Beach,Black acacia,18,No info on height
Huntington Beach,Black locust,3,No info on height
Huntington Beach,Black willow,179,0.4582178770949721
Huntington Beach,Blanchard magnolia,2,No info on height
Huntington Beach,Blue gum,243,8.978430452674898
Huntington Beach,Bottle tree,51,1.2866039215686274
Huntington Beach,Box elder,29,No info on height
Huntington Beach,Brazilian butterfly tree,1,No info on height
Huntington Beach,Brazilian pepper,1104,22.873754963768118
